,0
9721,excited
9722,bored
9723,neutral
9724,neutral
9725,question
9726,excited
9727,question
9728,excited
9729,question
9730,question
9731,question
9732,neutral
9733,neutral
9734,question
9735,neutral
9736,bored
9737,bored
9738,bored
9739,excited
9740,question
9741,question
9742,excited
9743,neutral
9744,excited
9745,neutral
9746,question
9747,bored
9748,question
9749,bored
9750,question
9751,excited
9752,bored
9753,bored
9754,neutral
9755,excited
9756,question
9757,question
9758,question
9759,excited
9760,neutral
9761,bored
9762,excited
9763,neutral
9764,neutral
9765,neutral
9766,excited
9767,bored
9768,question
9769,question
9770,neutral
9771,excited
9772,excited
9773,neutral
9774,question
9775,bored
9776,excited
9777,bored
9778,bored
9779,bored
9780,excited
9781,neutral
9782,bored
9783,excited
9784,bored
9785,neutral
9786,question
9787,bored
9788,neutral
9789,neutral
9790,neutral
9791,excited
9792,question
9793,excited
9794,excited
9795,bored
9796,neutral
9797,excited
9798,question
9799,neutral
9800,bored
9801,neutral
9802,neutral
9803,bored
9804,neutral
9805,bored
9806,question
9807,neutral
9808,question
9809,question
9810,bored
9811,neutral
9812,bored
9813,excited
9814,excited
9815,excited
9816,bored
9817,excited
9818,question
9819,question
9820,bored
9821,excited
9822,question
9823,bored
9824,bored
9825,neutral
9826,bored
9827,excited
9828,neutral
9829,excited
9830,excited
9831,neutral
9832,neutral
9833,question
9834,neutral
9835,bored
9836,bored
9837,excited
9838,neutral
9839,bored
9840,excited
9841,excited
9842,neutral
9843,excited
9844,neutral
9845,bored
9846,excited
9847,question
9848,bored
9849,bored
9850,neutral
9851,neutral
9852,bored
9853,neutral
9854,excited
9855,question
9856,question
9857,bored
9858,neutral
9859,bored
9860,neutral
9861,neutral
9862,excited
9863,neutral
9864,neutral
9865,neutral
9866,question
9867,bored
9868,question
9869,neutral
9870,neutral
9871,excited
9872,question
9873,neutral
9874,neutral
9875,question
9876,neutral
9877,bored
9878,question
9879,neutral
9880,neutral
9881,excited
9882,question
9883,question
9884,bored
9885,question
9886,excited
9887,bored
9888,excited
9889,excited
9890,neutral
9891,excited
9892,question
9893,question
9894,question
9895,neutral
9896,bored
9897,excited
9898,excited
9899,question
9900,excited
9901,neutral
9902,question
9903,neutral
9904,neutral
9905,bored
9906,neutral
9907,excited
9908,question
9909,bored
9910,excited
9911,bored
9912,bored
9913,bored
9914,neutral
9915,question
9916,question
9917,bored
9918,bored
9919,bored
9920,question
9921,neutral
9922,bored
9923,neutral
9924,neutral
9925,neutral
9926,excited
9927,bored
9928,neutral
9929,question
9930,bored
9931,neutral
9932,bored
9933,bored
9934,question
9935,excited
9936,neutral
9937,question
9938,excited
9939,excited
9940,neutral
9941,question
9942,neutral
9943,bored
9944,excited
9945,neutral
9946,question
9947,excited
9948,neutral
9949,bored
9950,neutral
9951,neutral
9952,bored
9953,bored
9954,bored
9955,excited
9956,neutral
9957,neutral
9958,neutral
9959,excited
9960,neutral
9961,excited
9962,question
9963,bored
9964,question
9965,bored
9966,question
9967,excited
9968,excited
9969,question
9970,question
9971,excited
9972,excited
9973,bored
9974,bored
9975,neutral
9976,bored
9977,question
9978,bored
9979,question
9980,excited
9981,neutral
9982,bored
9983,question
9984,excited
9985,neutral
9986,bored
9987,bored
9988,excited
9989,bored
9990,excited
9991,bored
9992,bored
9993,question
9994,neutral
9995,neutral
9996,bored
9997,question
9998,question
9999,excited
10000,excited
10001,bored
10002,excited
10003,bored
10004,excited
10005,neutral
10006,bored
10007,neutral
10008,bored
10009,bored
10010,neutral
10011,excited
10012,bored
10013,neutral
10014,question
10015,excited
10016,excited
10017,bored
10018,neutral
10019,bored
10020,question
10021,bored
10022,excited
10023,question
10024,question
10025,neutral
10026,question
10027,neutral
10028,excited
10029,bored
10030,neutral
10031,neutral
10032,excited
10033,neutral
10034,bored
10035,neutral
10036,bored
10037,excited
10038,neutral
10039,neutral
10040,question
10041,neutral
10042,excited
10043,bored
10044,bored
10045,question
10046,excited
10047,question
10048,question
10049,question
10050,bored
10051,question
10052,bored
10053,bored
10054,question
10055,bored
10056,neutral
10057,bored
10058,bored
10059,bored
10060,question
10061,excited
10062,bored
10063,neutral
10064,neutral
10065,excited
10066,neutral
10067,question
10068,question
10069,question
10070,question
10071,neutral
10072,neutral
10073,neutral
10074,bored
10075,question
10076,neutral
10077,bored
10078,excited
10079,question
10080,question
10081,bored
10082,excited
10083,neutral
10084,question
10085,bored
10086,question
10087,excited
10088,excited
10089,question
10090,excited
10091,bored
10092,neutral
10093,question
10094,neutral
10095,bored
10096,bored
10097,question
10098,question
10099,question
10100,bored
10101,neutral
10102,excited
10103,bored
10104,excited
10105,excited
10106,bored
10107,excited
10108,neutral
10109,question
10110,bored
10111,bored
10112,excited
10113,excited
10114,neutral
10115,bored
10116,neutral
10117,question
10118,excited
10119,question
10120,excited
10121,excited
10122,excited
10123,question
10124,excited
10125,question
10126,bored
10127,neutral
10128,neutral
10129,excited
10130,neutral
10131,question
10132,neutral
10133,bored
10134,question
10135,excited
10136,neutral
10137,question
10138,bored
10139,excited
10140,neutral
10141,question
10142,excited
10143,bored
10144,excited
10145,bored
10146,bored
10147,neutral
10148,bored
10149,question
10150,neutral
10151,bored
10152,bored
10153,question
10154,question
10155,bored
10156,excited
10157,question
10158,excited
10159,neutral
10160,question
10161,question
10162,bored
10163,question
10164,question
10165,excited
10166,bored
10167,bored
10168,neutral
10169,neutral
10170,neutral
10171,neutral
10172,bored
10173,question
10174,excited
10175,excited
10176,neutral
10177,question
10178,neutral
10179,bored
10180,question
10181,question
10182,excited
10183,question
10184,question
10185,bored
10186,neutral
10187,neutral
10188,neutral
10189,question
10190,bored
10191,question
10192,excited
10193,bored
10194,neutral
10195,excited
10196,bored
10197,neutral
10198,question
10199,question
10200,question
10201,excited
10202,neutral
10203,neutral
10204,excited
10205,neutral
10206,neutral
10207,bored
10208,neutral
10209,excited
10210,excited
10211,question
10212,excited
10213,excited
10214,neutral
10215,neutral
10216,bored
10217,excited
10218,question
10219,neutral
10220,bored
10221,neutral
10222,excited
10223,excited
10224,excited
10225,question
10226,bored
10227,question
10228,question
10229,excited
10230,question
10231,excited
10232,question
10233,neutral
10234,question
10235,excited
10236,neutral
10237,neutral
10238,neutral
10239,bored
10240,neutral
10241,bored
10242,excited
10243,neutral
10244,neutral
10245,neutral
10246,question
10247,question
10248,excited
10249,neutral
10250,bored
10251,bored
10252,excited
10253,excited
10254,neutral
10255,excited
10256,neutral
10257,excited
10258,bored
10259,excited
10260,excited
10261,question
10262,question
10263,question
10264,excited
10265,neutral
10266,neutral
10267,question
10268,excited
10269,question
10270,question
10271,neutral
10272,neutral
10273,neutral
10274,question
10275,excited
10276,bored
10277,bored
10278,neutral
10279,question
10280,question
10281,neutral
10282,bored
10283,bored
10284,excited
10285,neutral
10286,neutral
10287,neutral
10288,question
10289,bored
10290,bored
10291,excited
10292,question
10293,neutral
10294,neutral
10295,excited
10296,question
10297,bored
10298,excited
10299,neutral
10300,excited
10301,question
10302,excited
10303,neutral
10304,excited
10305,bored
10306,neutral
10307,question
10308,neutral
10309,question
10310,question
10311,excited
10312,neutral
10313,question
10314,bored
10315,excited
10316,neutral
10317,question
10318,neutral
10319,excited
10320,neutral
10321,bored
10322,excited
10323,neutral
10324,bored
10325,excited
10326,question
10327,excited
10328,neutral
10329,question
10330,question
10331,question
10332,bored
10333,bored
10334,excited
10335,neutral
10336,bored
10337,excited
10338,neutral
10339,question
10340,excited
10341,question
10342,excited
10343,question
10344,bored
10345,bored
10346,bored
10347,question
10348,question
10349,excited
10350,bored
10351,excited
10352,bored
10353,question
10354,neutral
10355,bored
10356,question
10357,question
10358,excited
10359,bored
10360,excited
10361,neutral
10362,excited
10363,excited
10364,question
10365,bored
10366,question
10367,excited
10368,bored
10369,question
10370,neutral
10371,question
10372,question
10373,excited
10374,question
10375,bored
10376,excited
10377,question
10378,neutral
10379,question
10380,excited
10381,bored
10382,question
10383,bored
10384,bored
10385,question
10386,bored
10387,question
10388,neutral
10389,neutral
10390,bored
10391,neutral
10392,neutral
10393,excited
10394,question
10395,question
10396,bored
10397,neutral
10398,question
10399,neutral
10400,question
10401,question
10402,question
10403,neutral
10404,question
10405,excited
10406,neutral
10407,question
10408,question
10409,bored
10410,neutral
10411,question
10412,bored
10413,question
10414,question
10415,neutral
10416,excited
10417,excited
10418,question
10419,neutral
10420,bored
10421,excited
10422,bored
10423,neutral
10424,excited
10425,neutral
10426,excited
10427,excited
10428,excited
10429,bored
10430,question
10431,excited
10432,excited
10433,bored
10434,bored
10435,neutral
10436,excited
10437,bored
10438,question
10439,neutral
10440,question
10441,neutral
10442,question
10443,excited
10444,bored
10445,neutral
10446,bored
10447,question
10448,question
10449,question
10450,neutral
10451,neutral
10452,question
10453,neutral
10454,neutral
10455,bored
10456,bored
10457,bored
10458,question
10459,question
10460,question
10461,neutral
10462,bored
10463,neutral
10464,question
10465,excited
10466,bored
10467,bored
10468,neutral
10469,question
10470,excited
10471,excited
10472,neutral
10473,bored
10474,excited
10475,bored
10476,bored
10477,bored
10478,question
10479,neutral
10480,question
10481,bored
10482,bored
10483,excited
10484,question
10485,bored
10486,question
10487,question
10488,bored
10489,excited
10490,excited
10491,bored
10492,excited
10493,question
10494,bored
10495,bored
10496,bored
10497,excited
10498,question
10499,excited
10500,neutral
10501,excited
10502,neutral
10503,neutral
10504,question
10505,neutral
10506,question
10507,bored
10508,bored
10509,neutral
10510,question
10511,bored
10512,bored
10513,question
10514,excited
10515,neutral
10516,neutral
10517,question
10518,bored
10519,question
10520,excited
10521,bored
10522,excited
10523,question
10524,question
10525,question
10526,neutral
10527,question
10528,excited
10529,bored
10530,neutral
10531,bored
10532,neutral
10533,question
10534,neutral
10535,excited
10536,bored
10537,bored
10538,question
10539,bored
10540,neutral
10541,neutral
10542,bored
10543,neutral
10544,question
10545,neutral
10546,excited
10547,neutral
10548,bored
10549,excited
10550,question
10551,neutral
10552,excited
10553,question
10554,bored
10555,excited
10556,excited
10557,bored
10558,excited
10559,neutral
10560,excited
10561,bored
10562,bored
10563,bored
10564,excited
10565,excited
10566,neutral
10567,neutral
10568,excited
10569,excited
10570,neutral
10571,bored
10572,excited
10573,question
10574,question
10575,bored
10576,neutral
10577,excited
10578,bored
10579,excited
10580,question
10581,question
10582,bored
10583,neutral
10584,excited
10585,question
10586,bored
10587,bored
10588,question
10589,neutral
10590,question
10591,question
10592,bored
10593,excited
10594,excited
10595,question
10596,question
10597,excited
10598,excited
10599,neutral
10600,excited
10601,bored
10602,neutral
10603,neutral
10604,bored
10605,neutral
10606,question
10607,neutral
10608,excited
10609,bored
10610,question
10611,excited
10612,neutral
10613,excited
10614,neutral
10615,question
10616,excited
10617,bored
10618,neutral
10619,neutral
10620,bored
10621,neutral
10622,neutral
10623,excited
10624,excited
10625,excited
10626,excited
10627,bored
10628,bored
10629,bored
10630,excited
10631,excited
10632,neutral
10633,bored
10634,excited
10635,neutral
10636,question
10637,bored
10638,excited
10639,question
10640,excited
10641,neutral
10642,neutral
10643,bored
10644,question
10645,neutral
10646,bored
10647,neutral
10648,question
10649,bored
10650,question
10651,question
10652,excited
10653,neutral
10654,bored
10655,neutral
10656,excited
10657,bored
10658,excited
10659,question
10660,neutral
10661,bored
10662,question
10663,neutral
10664,question
10665,excited
10666,neutral
10667,neutral
10668,bored
10669,bored
10670,neutral
10671,question
10672,neutral
10673,question
10674,excited
10675,neutral
10676,excited
10677,excited
10678,neutral
10679,excited
10680,excited
10681,excited
10682,excited
10683,question
10684,neutral
10685,excited
10686,neutral
10687,excited
10688,neutral
10689,bored
10690,bored
10691,excited
10692,question
10693,bored
10694,excited
10695,excited
10696,neutral
10697,neutral
10698,neutral
10699,bored
10700,neutral
10701,bored
10702,question
10703,excited
10704,neutral
10705,bored
10706,bored
10707,question
10708,neutral
10709,excited
10710,bored
10711,question
10712,excited
10713,neutral
10714,question
10715,question
10716,neutral
10717,neutral
10718,bored
10719,excited
10720,excited
10721,neutral
10722,neutral
10723,neutral
10724,question
10725,neutral
10726,neutral
10727,neutral
10728,neutral
10729,bored
10730,excited
10731,bored
10732,neutral
10733,excited
10734,bored
10735,excited
10736,question
10737,bored
10738,bored
10739,excited
10740,neutral
10741,excited
10742,question
10743,neutral
10744,bored
10745,neutral
10746,bored
10747,excited
10748,bored
10749,excited
10750,bored
10751,excited
10752,bored
10753,neutral
10754,question
10755,excited
10756,excited
10757,question
10758,neutral
10759,bored
10760,bored
10761,excited
10762,excited
10763,excited
10764,question
10765,bored
10766,excited
10767,question
10768,bored
10769,neutral
10770,bored
10771,bored
10772,excited
10773,excited
10774,neutral
10775,neutral
10776,bored
10777,bored
10778,bored
10779,question
10780,excited
10781,neutral
10782,neutral
10783,neutral
10784,bored
10785,excited
10786,question
10787,bored
10788,neutral
10789,excited
10790,bored
10791,excited
10792,question
10793,bored
10794,neutral
10795,excited
10796,excited
10797,bored
10798,excited
10799,bored
10800,excited
10801,excited
10802,neutral
10803,bored
10804,question
10805,bored
10806,excited
10807,neutral
10808,excited
10809,neutral
10810,neutral
10811,neutral
10812,excited
10813,question
10814,bored
10815,excited
10816,bored
10817,bored
10818,bored
10819,question
10820,neutral
10821,question
10822,question
10823,neutral
10824,question
10825,question
10826,neutral
10827,excited
10828,bored
10829,question
10830,bored
10831,bored
10832,question
10833,question
10834,bored
10835,question
10836,bored
10837,question
10838,bored
10839,question
10840,neutral
10841,excited
10842,neutral
10843,excited
10844,question
10845,bored
10846,bored
10847,question
10848,excited
10849,question
10850,neutral
10851,neutral
10852,neutral
10853,bored
10854,neutral
10855,question
10856,bored
10857,neutral
10858,excited
10859,excited
10860,bored
10861,excited
10862,bored
10863,bored
10864,question
10865,question
10866,neutral
10867,question
10868,question
10869,excited
10870,excited
10871,bored
10872,excited
10873,excited
10874,bored
10875,neutral
10876,excited
10877,question
10878,excited
10879,bored
10880,neutral
10881,neutral
10882,question
10883,neutral
10884,bored
10885,question
10886,neutral
10887,neutral
10888,bored
10889,neutral
10890,neutral
10891,bored
10892,neutral
10893,excited
10894,question
10895,neutral
10896,excited
10897,excited
10898,neutral
10899,excited
10900,neutral
10901,excited
10902,question
10903,question
10904,bored
10905,question
10906,excited
10907,excited
10908,excited
10909,neutral
10910,excited
10911,bored
10912,question
10913,question
10914,question
10915,excited
10916,question
10917,excited
10918,bored
10919,bored
10920,excited
10921,excited
10922,neutral
10923,bored
10924,neutral
10925,bored
10926,bored
10927,neutral
10928,question
10929,neutral
10930,question
10931,question
10932,excited
10933,question
10934,excited
10935,neutral
10936,bored
10937,question
10938,neutral
10939,excited
10940,bored
10941,question
10942,question
10943,question
10944,bored
10945,question
10946,bored
10947,bored
10948,bored
10949,excited
10950,excited
10951,excited
10952,excited
10953,bored
10954,excited
10955,bored
10956,excited
10957,bored
10958,bored
10959,excited
10960,neutral
10961,neutral
10962,neutral
10963,excited
10964,excited
10965,question
10966,excited
10967,excited
10968,excited
10969,bored
10970,neutral
10971,excited
10972,question
10973,bored
10974,question
10975,excited
10976,neutral
10977,bored
10978,excited
10979,bored
10980,excited
10981,bored
10982,bored
10983,neutral
10984,neutral
10985,neutral
10986,question
10987,question
10988,excited
10989,neutral
10990,neutral
10991,question
10992,bored
10993,excited
10994,excited
10995,neutral
10996,question
10997,bored
10998,excited
10999,excited
11000,excited
11001,bored
11002,question
11003,bored
11004,neutral
11005,question
11006,neutral
11007,neutral
11008,bored
11009,bored
11010,neutral
11011,question
11012,bored
11013,bored
11014,neutral
11015,bored
11016,excited
11017,neutral
11018,neutral
11019,bored
11020,excited
11021,neutral
11022,neutral
11023,bored
11024,question
11025,bored
11026,excited
11027,excited
11028,neutral
11029,neutral
11030,question
11031,bored
11032,excited
11033,bored
11034,question
11035,neutral
11036,bored
11037,bored
11038,question
11039,bored
11040,neutral
11041,question
11042,neutral
11043,bored
11044,bored
11045,bored
11046,bored
11047,question
11048,question
11049,neutral
11050,question
11051,neutral
11052,question
11053,excited
11054,bored
11055,neutral
11056,bored
11057,neutral
11058,bored
11059,neutral
11060,question
11061,bored
11062,excited
11063,question
11064,question
11065,neutral
11066,bored
11067,question
11068,neutral
11069,excited
11070,bored
11071,question
11072,neutral
11073,question
11074,excited
11075,question
11076,question
11077,neutral
11078,neutral
11079,neutral
11080,bored
11081,excited
11082,excited
11083,neutral
11084,question
11085,excited
11086,bored
11087,bored
11088,question
11089,excited
11090,question
11091,bored
11092,excited
11093,excited
11094,bored
11095,neutral
11096,question
11097,neutral
11098,neutral
11099,excited
11100,neutral
11101,neutral
11102,neutral
11103,bored
11104,question
11105,neutral
11106,excited
11107,excited
11108,bored
11109,excited
11110,neutral
11111,question
11112,question
11113,bored
11114,question
11115,excited
11116,bored
11117,neutral
11118,question
11119,question
11120,excited
11121,bored
11122,bored
11123,bored
11124,neutral
11125,excited
11126,question
11127,neutral
11128,question
11129,question
11130,question
11131,neutral
11132,question
11133,excited
11134,excited
11135,question
11136,neutral
11137,question
11138,excited
11139,neutral
11140,neutral
11141,neutral
11142,neutral
11143,question
11144,neutral
11145,excited
11146,excited
11147,excited
11148,excited
11149,question
11150,neutral
11151,excited
11152,excited
11153,question
11154,neutral
11155,neutral
11156,neutral
11157,question
11158,bored
11159,neutral
11160,bored
11161,question
11162,neutral
11163,bored
11164,question
11165,neutral
11166,excited
11167,bored
11168,neutral
11169,neutral
11170,bored
11171,excited
11172,bored
11173,bored
11174,excited
11175,bored
11176,question
11177,neutral
11178,bored
11179,bored
11180,neutral
11181,excited
11182,neutral
11183,bored
11184,bored
11185,question
11186,bored
11187,question
11188,bored
11189,bored
11190,excited
11191,excited
11192,bored
11193,excited
11194,bored
11195,excited
11196,excited
11197,excited
11198,excited
11199,neutral
11200,excited
11201,excited
11202,excited
11203,excited
11204,bored
11205,excited
11206,excited
11207,bored
11208,neutral
11209,excited
11210,neutral
11211,neutral
11212,bored
11213,excited
11214,question
11215,neutral
11216,neutral
11217,neutral
11218,bored
11219,neutral
11220,excited
11221,excited
11222,question
11223,neutral
11224,neutral
11225,neutral
11226,question
11227,question
11228,excited
11229,excited
11230,neutral
11231,bored
11232,question
11233,excited
11234,bored
11235,bored
11236,excited
11237,excited
11238,neutral
11239,bored
11240,question
11241,excited
11242,bored
11243,bored
11244,bored
11245,excited
11246,bored
11247,bored
11248,question
11249,bored
11250,question
11251,bored
11252,neutral
11253,excited
11254,neutral
11255,excited
11256,bored
11257,excited
11258,bored
11259,excited
11260,neutral
11261,bored
11262,neutral
11263,question
11264,excited
11265,question
11266,bored
11267,neutral
11268,bored
11269,bored
11270,excited
11271,excited
11272,bored
11273,neutral
11274,neutral
11275,neutral
11276,question
11277,question
11278,excited
11279,question
11280,excited
11281,bored
11282,neutral
11283,question
11284,bored
11285,neutral
11286,neutral
11287,question
11288,neutral
11289,bored
11290,bored
11291,excited
11292,question
11293,question
11294,bored
11295,question
11296,excited
11297,excited
11298,question
11299,neutral
11300,excited
11301,bored
11302,excited
11303,bored
11304,excited
11305,excited
11306,neutral
11307,bored
11308,bored
11309,question
11310,neutral
11311,excited
11312,neutral
11313,excited
11314,bored
11315,excited
11316,bored
11317,question
11318,question
11319,neutral
11320,bored
11321,question
11322,neutral
11323,neutral
11324,neutral
11325,neutral
11326,bored
11327,neutral
11328,question
11329,bored
11330,excited
11331,question
11332,question
11333,excited
11334,neutral
11335,question
11336,bored
11337,excited
11338,excited
11339,excited
11340,neutral
11341,question
11342,neutral
11343,neutral
11344,neutral
11345,question
11346,question
11347,neutral
11348,neutral
11349,neutral
11350,excited
11351,neutral
11352,neutral
11353,bored
11354,question
11355,bored
11356,question
11357,bored
11358,bored
11359,bored
11360,bored
11361,question
11362,bored
11363,bored
11364,excited
11365,bored
11366,excited
11367,excited
11368,question
11369,question
11370,question
11371,bored
11372,neutral
11373,question
11374,neutral
11375,bored
11376,bored
11377,bored
11378,excited
11379,neutral
11380,excited
11381,bored
11382,bored
11383,neutral
11384,question
11385,excited
11386,neutral
11387,excited
11388,question
11389,excited
11390,excited
11391,excited
11392,neutral
11393,bored
11394,question
11395,question
11396,question
11397,excited
11398,question
11399,neutral
11400,bored
11401,bored
11402,question
11403,excited
11404,excited
11405,question
11406,question
11407,excited
11408,excited
11409,excited
11410,excited
11411,excited
11412,question
11413,excited
11414,question
11415,excited
11416,bored
11417,excited
11418,question
11419,question
11420,bored
11421,neutral
11422,bored
11423,question
11424,question
11425,question
11426,neutral
11427,excited
11428,question
11429,bored
11430,bored
11431,excited
11432,excited
11433,excited
11434,question
11435,neutral
11436,bored
11437,excited
11438,excited
11439,bored
11440,bored
11441,excited
11442,excited
11443,bored
11444,neutral
11445,bored
11446,bored
11447,bored
11448,excited
11449,neutral
11450,question
11451,neutral
11452,question
11453,excited
11454,excited
11455,neutral
11456,excited
11457,neutral
11458,neutral
11459,neutral
11460,bored
11461,bored
11462,bored
11463,excited
11464,bored
11465,question
11466,excited
11467,bored
11468,neutral
11469,excited
11470,question
11471,question
11472,neutral
11473,neutral
11474,neutral
11475,bored
11476,excited
11477,excited
11478,bored
11479,bored
11480,excited
11481,excited
11482,bored
11483,neutral
11484,excited
11485,excited
11486,question
11487,neutral
11488,neutral
11489,question
11490,excited
11491,bored
11492,bored
11493,question
11494,excited
11495,question
11496,excited
11497,neutral
11498,question
11499,bored
11500,excited
11501,neutral
11502,question
11503,neutral
11504,neutral
11505,bored
11506,bored
11507,bored
11508,question
11509,neutral
11510,neutral
11511,question
11512,neutral
11513,excited
11514,bored
11515,bored
11516,question
11517,bored
11518,bored
11519,bored
11520,bored
11521,excited
11522,question
11523,excited
11524,excited
11525,bored
11526,bored
11527,excited
11528,neutral
11529,bored
11530,question
11531,question
11532,excited
11533,neutral
11534,excited
11535,neutral
11536,excited
11537,excited
11538,question
11539,bored
11540,bored
11541,question
11542,neutral
11543,excited
11544,excited
11545,question
11546,neutral
11547,excited
11548,question
11549,excited
11550,excited
11551,bored
11552,bored
11553,excited
11554,question
11555,excited
11556,excited
11557,question
11558,bored
11559,bored
11560,question
11561,excited
11562,question
11563,neutral
11564,excited
11565,question
11566,bored
11567,excited
11568,neutral
11569,neutral
11570,neutral
11571,neutral
11572,question
11573,neutral
11574,question
11575,question
11576,neutral
11577,question
11578,bored
11579,bored
11580,bored
11581,excited
11582,question
11583,bored
11584,neutral
11585,bored
11586,excited
11587,question
11588,neutral
11589,question
11590,neutral
11591,excited
11592,question
11593,question
11594,question
11595,neutral
11596,excited
11597,excited
11598,bored
11599,question
11600,neutral
11601,question
11602,bored
11603,excited
11604,neutral
11605,bored
11606,bored
11607,neutral
11608,bored
11609,bored
11610,bored
11611,question
11612,neutral
11613,excited
11614,excited
11615,excited
11616,bored
11617,neutral
11618,bored
11619,neutral
11620,neutral
11621,neutral
11622,excited
11623,neutral
11624,neutral
11625,bored
11626,excited
11627,neutral
11628,bored
11629,question
11630,excited
11631,question
11632,excited
11633,question
11634,excited
11635,bored
11636,neutral
11637,bored
11638,bored
11639,question
11640,neutral
11641,bored
11642,neutral
11643,excited
11644,bored
11645,bored
11646,question
11647,neutral
11648,bored
11649,bored
11650,question
11651,question
11652,neutral
11653,bored
11654,bored
11655,excited
11656,bored
11657,excited
11658,bored
11659,neutral
11660,neutral
11661,excited
11662,bored
11663,neutral
11664,excited
11665,bored
11666,excited
11667,bored
11668,excited
11669,bored
11670,excited
11671,neutral
11672,question
11673,neutral
11674,excited
11675,question
11676,bored
11677,excited
11678,neutral
11679,neutral
11680,excited
11681,neutral
11682,excited
11683,neutral
11684,excited
11685,excited
11686,neutral
11687,bored
11688,bored
11689,bored
11690,bored
11691,excited
11692,bored
11693,neutral
11694,excited
11695,question
11696,excited
11697,bored
11698,neutral
11699,excited
11700,excited
11701,bored
11702,bored
11703,excited
11704,bored
11705,bored
11706,question
11707,neutral
11708,question
11709,bored
11710,excited
11711,question
11712,neutral
11713,question
11714,question
11715,neutral
11716,question
11717,question
11718,bored
11719,bored
11720,excited
11721,neutral
11722,neutral
11723,bored
11724,neutral
11725,neutral
11726,question
11727,question
11728,bored
11729,excited
11730,excited
11731,excited
11732,bored
11733,bored
11734,excited
11735,neutral
11736,neutral
11737,excited
11738,excited
11739,question
11740,bored
11741,neutral
11742,excited
11743,excited
11744,excited
11745,neutral
11746,excited
11747,excited
11748,question
11749,question
11750,question
11751,bored
11752,neutral
11753,neutral
11754,neutral
11755,excited
11756,excited
11757,question
11758,excited
11759,question
11760,question
11761,bored
11762,neutral
11763,excited
11764,neutral
11765,excited
11766,question
11767,excited
11768,question
11769,bored
11770,neutral
11771,excited
11772,excited
11773,excited
11774,bored
11775,neutral
11776,excited
11777,bored
11778,excited
11779,neutral
11780,bored
11781,bored
11782,excited
11783,neutral
11784,neutral
11785,excited
11786,excited
11787,excited
11788,bored
11789,question
11790,excited
11791,question
11792,neutral
11793,excited
11794,excited
11795,bored
11796,bored
11797,bored
11798,excited
11799,question
11800,bored
11801,excited
11802,neutral
11803,question
11804,question
11805,neutral
11806,neutral
11807,excited
11808,question
11809,bored
11810,bored
11811,bored
11812,neutral
11813,bored
11814,neutral
11815,question
11816,question
11817,neutral
11818,neutral
11819,bored
11820,neutral
11821,bored
11822,excited
11823,bored
11824,bored
11825,question
11826,question
11827,neutral
11828,excited
11829,question
11830,bored
11831,excited
11832,question
11833,question
11834,bored
11835,excited
11836,question
11837,neutral
11838,question
11839,question
11840,excited
11841,neutral
11842,neutral
11843,question
11844,excited
11845,neutral
11846,bored
11847,excited
11848,neutral
11849,neutral
11850,question
11851,bored
11852,question
11853,question
11854,bored
11855,bored
11856,excited
11857,question
11858,question
11859,neutral
11860,excited
11861,excited
11862,bored
11863,neutral
11864,excited
11865,bored
11866,question
11867,excited
11868,question
11869,excited
11870,question
11871,neutral
11872,neutral
11873,neutral
11874,question
11875,question
11876,bored
11877,question
11878,question
11879,neutral
11880,neutral
11881,question
11882,question
11883,neutral
11884,excited
11885,question
11886,excited
11887,excited
11888,neutral
11889,neutral
11890,neutral
11891,excited
11892,question
11893,bored
11894,bored
11895,excited
11896,excited
11897,bored
11898,bored
11899,neutral
11900,bored
11901,excited
11902,question
11903,bored
11904,bored
11905,bored
11906,neutral
11907,neutral
11908,neutral
11909,neutral
11910,excited
11911,bored
11912,question
11913,question
11914,bored
11915,bored
11916,excited
11917,question
11918,neutral
11919,bored
11920,neutral
11921,neutral
11922,neutral
11923,bored
11924,bored
11925,neutral
11926,excited
11927,bored
11928,question
11929,excited
11930,excited
11931,bored
11932,question
11933,bored
11934,excited
11935,neutral
11936,neutral
11937,bored
11938,neutral
11939,neutral
11940,bored
11941,excited
11942,excited
11943,neutral
11944,question
11945,question
11946,question
11947,excited
11948,neutral
11949,neutral
11950,neutral
11951,question
11952,neutral
11953,neutral
11954,neutral
11955,question
11956,question
11957,excited
11958,excited
11959,question
11960,question
11961,question
11962,bored
11963,bored
11964,question
11965,bored
11966,excited
11967,neutral
11968,neutral
11969,excited
11970,question
11971,question
11972,neutral
11973,excited
11974,bored
11975,bored
11976,bored
11977,question
11978,excited
11979,excited
11980,question
11981,neutral
11982,bored
11983,excited
11984,excited
11985,neutral
11986,excited
11987,question
11988,excited
11989,bored
11990,neutral
11991,question
11992,excited
11993,excited
11994,question
11995,question
11996,neutral
11997,neutral
11998,neutral
11999,bored
12000,question
12001,excited
12002,neutral
12003,question
12004,neutral
12005,excited
12006,bored
12007,bored
12008,excited
12009,excited
12010,excited
12011,excited
12012,excited
12013,neutral
12014,question
12015,question
12016,excited
12017,excited
12018,excited
12019,neutral
12020,question
12021,neutral
12022,excited
12023,bored
12024,question
12025,question
12026,question
12027,excited
12028,question
12029,neutral
12030,excited
12031,question
12032,excited
12033,question
12034,neutral
12035,excited
12036,bored
12037,question
12038,bored
12039,question
12040,question
12041,neutral
12042,excited
12043,question
12044,neutral
